Doel-soort;LfMD;NrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend)
G;4-;3.2.1;4-3.2.1;3.2.GL4.3;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen de begrippen: de producenten, de consumenten, de reducenten.;;
G;4-;3.2.3;4-3.2.3;3.2.GL4.4;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen onderling;De leerlingen kennen de rol van organismen in de voedselkringloop: producenten, consumenten, reducenten.;;
G;4-;3.2.5;4-3.2.5;3.2.GL4.5;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen onderling;De leerlingen kunnen de voedselpiramide beschrijven a.d.h.v. voorbeelden van voedselrelaties tussen dieren en planten.;;de herbivoor, de carnivoor, de omnivoor
G;4-;3.2.6;4-3.2.6;3.2.GL4.6;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen voorbeelden geven van relaties tussen organismen onderling en hun omgeving.;"Voedselrelatie: een rups eet bladeren en kan dus niet op zee leven.
Strijden om hetzelfde: planten dicht bijeen zoeken beiden licht.
Samenwerken: een bij haalt nectar en helpt de bloem bij bestuiven.
Voordeel-nadeel: luizen leven op het hoofd van een mens.
Roofdier-prooi: een spin vangt een vlieg.
Schuilplaats: een vogel maakt een nest in een hoge boom.
";het roofdier, de prooi
G;4-;3.2.1;4-3.2.1;3.2.GL4.7;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen de begrippen: de preventie, het hergebruik, de recyclage, het verbranden en het storten.;;
G;4-;3.2.4;4-3.2.4;3.2.GL4.8;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Afval;De leerlingen kennen de betekenis van de stappen binnen de ladder van Lansink: preventie, hergebruik, sorteren, recycleren, verbranden, storten.;;
G;6-;3.2.4;6-3.2.4;3.2.GL4.9;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Afval;De leerlingen kunnen beschrijven waarom afval sorteren, recycleren en hergebruiken belangrijk is voor een duurzame samenleving.;Gerecycleerd plastic kan gebruikt worden om nieuwe flessen te maken waardoor er minder nieuwe grondstoffen nodig zijn.;
MD;4-;3.2.1;4-3.2.1;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;"De leerlingen kennen de volgende begrippen:
• de biotoop, de voedselketen, de voedselkringloop, de producenten, de consumenten, de reducenten, de voedselpiramide;
• de preventie, het hergebruik, het sorteren, de recyclage, het verbranden en het storten.";;
MD;4-;3.2.2;4-3.2.2;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kennen een voedselketen bestaande uit drie organismen.;;
MD;4-;3.2.3;4-3.2.3;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kennen de rol van organismen in de voedselkringloop: producenten, consumenten, reducenten.;;
MD;4-;3.2.4;4-3.2.4;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kennen de betekenis van de stappen binnen de ladder van Lansink: preventie, hergebruik, sorteren, recycleren, verbranden, storten.;;
MD;4-;3.2.5;4-3.2.5;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen de voedselpiramide beschrijven door aan te tonen hoe dieren zich voeden met dieren en/of planten.;;• de herbivoor, de carnivoor, de omnivoor
MD;4-;3.2.6;4-3.2.6;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen voorbeelden geven van relaties tussen organismen onderling en hun omgeving.;;
G;6-;3.2.5;6-3.2.5;3.2.GL5.1;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen a.d.h.v. hun biotische en abiotische factoren de volgende biotopen identificeren: grasland, bos, heide, zee en kust, stadslandschap, agrarisch landschap, zoet water.;;
G;6-;3.2.1;6-3.2.1;3.2.GL5.2;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen het begrip: het voedselweb.;;
G;6-;3.2.6;6-3.2.6;3.2.GL5.3;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen onderling;De leerlingen kunnen voedselketens opnoemen.;Het gras wordt gegeten door het konijn, het konijn wordt gegeten door de vos…;
G;6-;3.2.6;6-3.2.6;3.2.GL5.4;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen onderling;De leerlingen kunnen voedselketens interpreteren.;Wat gebeurt er als er minder konijnen zijn?;
G;6-;3.2.2;6-3.2.2;3.2.GL5.5;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen onderling;De leerlingen kennen de opbouw van een voedselweb.;;
G;6-;3.2.6;6-3.2.6;3.2.GL5.6;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen een voedselketen opbouwen binnen de gekende biotopen.;;
G;6-;3.2.8;6-3.2.8;3.2.GL5.7;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen uitleggen waarom organismen elkaar en hun omgeving nodig hebben om te overleven.;"Mogelijke redenen: voedsel, zuurstof/water, bescherming/leefplaats, voortplanting.
- Regenworm leeft in de grond, eet dode plantenresten. Hij maakt de grond los en gezond. Daardoor groeien planten beter. De regenworm heeft dode plantenresten nodig als voedsel. De grond mag niet te droog of vervuild zijn.
- Op en in het lichaam van de mens leven goede bacteriën, vooral in de darmen. Ze helpen het voedsel verteren, ze maken vitamines die het lichaam nodig heeft, ze beschermen tegen slechte bacteriën. De bacteriën in de darm krijgen voedsel en warmte. Ze hebben een veilige leefplaats in het lichaam.";
G;6-;3.2.5;6-3.2.5;3.2.GL6.1;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen a.d.h.v. hun biotische en abiotische factoren de volgende biotopen identificeren: grasland, bos, heide, zee en kust, stadslandschap, agrarisch landschap, zoet water.;;
G;6-;3.2.1;6-3.2.1;3.2.GL6.2;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen het begrip: de biodiversiteit.;;
G;6-;3.2.1;6-3.2.1;3.2.GL6.3;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen de begrippen: het grasland, het bos, de heide, de zee en de kust, het stadslandschap, het agrarisch landschap, het zoet water, het ecosysteem.;;
G;6-;3.2.3;6-3.2.3;3.2.GL6.4;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kennen diensten die het ecosysteem levert aan de mens.;Bomen zuiveren de lucht, bodem en planten filteren water, bijen en insecten bestuiven bloemen en gewassen, biologische bestrijding met insecten: lieveheersbeestje of sluipwesp tegen bladluizen, sluipwesp tegen rups.;
G;6-;3.2.4;6-3.2.4;3.2.GL6.5;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen weten dat mensen een positieve en negatieve impact kunnen hebben op het ecosysteem.;"Positief: groene daken, groene speelplaatsen, natuurgebieden beschermen, bomen planten, recycleren en afval vermijden, groene energie. 
Negatief: plasticsoep, bomen kappen, fossiele brandstoffen (opwarming van de aarde), gebruik van pesticiden.";
G;6-;3.2.7;6-3.2.7;3.2.GL6.6;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen uitleggen a.d.h.v. voorbeelden dat omgevingen kunnen veranderen door natuurlijke of menselijke oorzaken.;"Natuurlijke oorzaken van verandering: seizoenen, tyfoon, overstroming, bosbrand door blikseminslag, vulkaanuitbarsting.
Menselijke oorzaken: ontbossing, teveel verharding, klimaatverandering door broeikasgassen, gebruik van bestrijdingsmiddelen in landbouw... ";
G;6-;3.2.8;6-3.2.8;3.2.GL6.7;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Relatie tussen organismen en hun omgeving;De leerlingen kunnen uitleggen a.d.h.v. voorbeelden waarom biodiversiteit essentieel is voor het leven op aarde.;Biodiversiteit verzacht effecten die de natuur of de mens onder druk kunnen zetten: een gemengd bos gaat niet zo snel plat tijdens een storm in tegenstelling tot een dennenbos, in water langsheen de kust met een grote biodiversiteit zal er minder snel een kwallenplaag kunnen optreden, gemengd grasland met een gezonde bodem kan water vasthouden voor periodes van droogte, heel veel van onze landbouwgewassen zijn afhankelijk van bestuiving, mensen voelen zich beter in een groene omgeving.;
MD;6-;3.2.1;6-3.2.1;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;Begrippen;De leerlingen kennen de volgende begrippen: de biodiversiteit, het voedselweb, het grasland, het bos, de heide, de zee en de kust, het stadslandschap, het agrarisch landschap, het zoet water, het ecosysteem.;;
MD;6-;3.2.2;6-3.2.2;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kennen de opbouw van een voedselweb.;;
MD;6-;3.2.3;6-3.2.3;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kennen diensten die het ecosysteem levert aan de mens.;;
MD;6-;3.2.4;6-3.2.4;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen weten dat mensen een positieve en negatieve impact kunnen hebben op het ecosysteem.;;
MD;6-;3.2.5;6-3.2.5;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen a.d.h.v. hun biotische en abiotische factoren de volgende biotopen identificeren: grasland, bos, heide, zee en kust, stadslandschap, agrarisch landschap, zoet water.;;
MD;6-;3.2.6;6-3.2.6;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen voedselketens opnoemen en interpreteren.;;
MD;6-;3.2.7;6-3.2.7;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen uitleggen dat omgevingen kunnen veranderen.;;
MD;6-;3.2.8;6-3.2.8;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Relatie tussen organismen onderling en hun omgeving;;De leerlingen kunnen uitleggen waarom biodiversiteit essentieel is voor het leven op aarde.;;
G;4-;3.2.7;4-3.2.7;3.2.GK2.7;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de wortel, de stengel, het blad, de bloem.;;
G;4-;3.2.7;4-3.2.7;3.2.GK2.8;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van planten aanduiden: de wortel, de stengel, het blad, de bloem.;;
G;;;;3.2.GK2.9;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van dieren benoemen: de kop, de romp, de poten, de staart, de hoef, de klauw, de tanden.;;
G;;;;3.2.GK2.10;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van dieren aanduiden: de kop, de romp, de poten, de staart.;;
G;;;;3.2.GK2.11;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van vogels benoemen: de bek, de vleugels, de veren.;;
G;;;;3.2.GK2.12;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van vogels aanduiden: de bek, de vleugels, de veren.;;
G;;;;3.2.GK2.13;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van vissen benoemen: de vinnen, de schubben.;;
G;;;;3.2.GK2.14;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van vissen aanduiden: de vinnen, de schubben.;;
G;;;;3.2.GK3.4;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van insecten benoemen: de kop, het borststuk, het achterlijf, aantal poten.;;
G;;;;3.2.GK3.5;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van insecten aanduiden: de kop, het borststuk, het achterlijf, aantal poten.;;
G;;;;3.2.GK3.6;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van spinnen benoemen: het kopborststuk, het achterlijf, aantal poten.;;
G;;;;3.2.GK3.7;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van spinnen aanduiden: het kopborststuk, het achterlijf, aantal poten.;;
G;;;;3.2.GL1.7;L1.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen het begrip: de wervelkolom.;;
G;4-;3.2.7;4-3.2.7;3.2.GL1.8;L1.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de stam, de vrucht, het zaad.;;
G;4-;3.2.7;4-3.2.7;3.2.GL1.9;L1.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van planten aanduiden: de stam, de vrucht, het zaad.;In een afbeeldingsschema of echt materiaal aanwijzen.;
G;;;;3.2.GL2.5;L2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van paddenstoelen benoemen: de hoed, de steel, de sporen.;;
G;;;;3.2.GL2.6;L2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van paddenstoelen aanduiden: de hoed, de steel, de sporen.;;
G;;;;3.2.GL3.5;L3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen de paddenstoel als vruchtlichaam van een schimmel.;;
G;;;;3.2.GL3.6;L3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van schimmels benoemen: de schimmeldraden, de buisjes, de plaatjes, de zwamvlok, de ring, het vruchtlichaam.;;
G;;;;3.2.GL3.7;L3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van schimmels aanduiden: de schimmeldraden, de buisjes, de plaatjes, de zwamvlok, de ring, het vruchtlichaam.;;
G;;;;3.2.GL3.8;L3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van insecten benoemen: de antennes, de facetogen, het segment. ;;
G;;;;3.2.GL3.9;L3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen delen van insecten aanduiden: de antennes, de facetogen, het segment. ;;
G;;;;3.2.GL4.10;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: koudbloedig, warmbloedig.;;
G;4-;3.2.7;4-3.2.7;3.2.GL4.11;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen het begrip: het transport.;;
G;4-;3.2.8;4-3.2.8;3.2.GL4.12;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen de functie van de verschillende delen van een plant: wortel, stengel, stam, bladeren, bloemen, vruchten, zaad.;;
G;4-;3.2.9;4-3.2.9;3.2.GL4.13;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat stoffen worden getransporteerd binnen dieren en planten.;"Voorspellen - waarnemen - uitleggen
- Planten met vergrootglas observeren vanuit dwarsdoorsnede hoe de stengel is opgebouwd uit verschillende buisjes, onderzoeken hoe water via buisjes in de stengel naar de bloem wordt gebracht: witte anjer in water met voedingskleurstof en hoe belangrijk transport is om de bloem te laten overleven, bloem met en zonder water.
- Dieren met vergrootglas observeren hoe bloed stroomt in doorzichtig lichaam van een kikkervisje (of via vinnen zebravisje), onderzoeken hoe bij slak of regenworm in water met een veilige voedingskleurstof de kleurstof door het lichaam wordt verspreid.";
G;4-;3.2.10;4-3.2.10;3.2.GL4.14;L4.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen gelijkenissen en verschillen benoemen tussen ouders en nakomelingen bij mens en dier.;;
MD;4-;3.2.7;4-3.2.7;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;"De leerlingen kennen de volgende begrippen:
• de wortel, de stam, de stengel, het blad, de bloem, de vrucht, het zaad;
• het transport.";;
MD;4-;3.2.8;4-3.2.8;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen de functie van de verschillende delen van een plant: wortel, stengel, stam, bladeren, bloemen, vruchten, zaad.;;
MD;4-;3.2.9;4-3.2.9;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat stoffen worden getransporteerd binnen dieren en planten.;;
MD;4-;3.2.10;4-3.2.10;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen gelijkenissen en verschillen benoemen tussen ouders en nakomelingen bij mens en dier.;;
G;6-;3.2.9;6-3.2.9;3.2.GL5.8;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de kelkbladeren, de kroonbladeren, de stamper, de meeldraden, het vruchtbeginsel.;;
G;6-;3.2.10;6-3.2.10;3.2.GL5.9;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen de functie van de verschillende delen van een bloem: kelkbladeren, kroonbladeren, stamper, vruchtbeginsel, meeldraden.;;
G;;;;3.2.GL5.10;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat organismen opgebouwd zijn uit verschillende delen die elk een functie hebben en vaak samenwerken om het organisme te laten leven.;"Planten: wortels nemen water op, bladeren maken voedsel met zonlicht, stengels zorgen voor steun en transport.
Mensen: het hart pompt bloed, de longen halen zuurstof, de maag verteert voedsel.";
G;;;;3.2.GL5.11;L5.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kunnen delen van reptielen benoemen: de schubben.;;
G;;;;3.2.GL6.8;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de stek, de bol, de knol, de wortelstok, de uitloper.;;
G;6-;3.2.9;6-3.2.9;3.2.GL6.9;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen het begrip: de cel.;;
G;6-;3.2.12;6-3.2.12;3.2.GL6.10;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat alle organismen uit één of meer cellen bestaan.;"Een bacterie kan leven op zichzelf: bestaat uit één cel. 
Mens, kat, plant: de cellen werken samen in weefsels en organen.";
G;6-;3.2.9;6-3.2.9;3.2.GL6.11;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de erfelijke eigenschappen.;;
G;6-;3.2.14;6-3.2.14;3.2.GL6.12;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat nakomelingen erfelijke eigenschappen van hun ouders meekrijgen.;;
G;6-;3.2.15;6-3.2.15;3.2.GL6.13;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat nakomelingen in de regel verschillend van, en niet identiek aan hun ouders zijn.;;
G;6-;3.2.9;6-3.2.9;3.2.GL6.14;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;De leerlingen kennen de begrippen: de evolutie, de soort, de aanpassing.;;
G;6-;3.2.11;6-3.2.11;3.2.GL6.15;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen het concept van evolutie.;Lang geleden leefden de eerste geleedpotigen in het water: ze hadden kieuwen om te ademen en poten om te zwemmen, doordat gebieden droogvielen, konden enkel dieren overleven die aangepast waren aan leven op het land.;
G;6-;3.2.13;6-3.2.13;3.2.GL6.16;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat soorten in de loop der tijd kunnen veranderen en dat sommige uitgestorven zijn.;;
G;6-;3.2.16;6-3.2.16;3.2.GL6.17;L6.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen voorbeelden geven van aanpassingen van organismen.;"Dieren: de witte vacht van ijsberen zorgt voor camouflage in de sneeuw, kamelen slaan water en voedsel op in hun bulten om te overleven in de woestijn, een kameleon kan zich camoufleren door kleurverandering.
Planten: de dikke stengel van een cactus zorgt voor wateropslag terwijl de stekels zorgen voor bescherming tegen planteneters, de wortels van grassen in het grasland zijn diep in de grond om te overleven bij droogte en begrazing.
Mensen: zijn rechtop gaan lopen en hadden dus een beter zicht op een open landschap en ook hun handen vrij voor het gebruiken van gereedschap, kunnen door grotere hersenen beter problemen oplossen, dingen plannen, taal gebruiken, gereedschap maken.";
MD;6-;3.2.9;6-3.2.9;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;Begrippen;"De leerlingen kennen de volgende begrippen:
• de kelkbladeren, de kroonbladeren, de stamper, de meeldraden, het vruchtbeginsel;
• de cel;
• de evolutie, de soort, de aanpassing, de erfelijke eigenschappen.";;
MD;6-;3.2.10;6-3.2.10;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen de functie van de verschillende delen van een bloem: kelkbladeren, kroonbladeren, stamper, vruchtbeginsel, meeldraden.;;
MD;6-;3.2.11;6-3.2.11;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kennen het concept van evolutie.;;
MD;6-;3.2.12;6-3.2.12;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat alle organismen uit één of meer cellen bestaan.;;
MD;6-;3.2.13;6-3.2.13;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat soorten in de loop der tijd veranderen en dat sommige uitgestorven zijn.;;natuurlijke selectie
MD;6-;3.2.14;6-3.2.14;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat nakomelingen erfelijke eigenschappen van hun ouders meekrijgen.;;de erfelijkheid, de variatie
MD;6-;3.2.15;6-3.2.15;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen weten dat nakomelingen in de regel verschillend van, en niet identiek aan hun ouders zijn.;;de erfelijkheid, de variatie
MD;6-;3.2.16;6-3.2.16;3.2.MD;;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Bouw van organismen;;De leerlingen kunnen voorbeelden geven van aanpassingen van organismen.;;
G;K-;3.2.2;K-3.2.2;3.2.GJK.4;JK.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen kennen verschillende voedingsmiddelen.;De leerling zegt: 'Ik eet een appel, ik drink water, met Pasen eten we paaseieren.';
G;K-;3.2.4;K-3.2.4;3.2.GJK.5;JK.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen kunnen aangeven dat je moet eten wanneer je honger hebt en drinken wanneer je dorst hebt.;;
G;K-;3.2.2;K-3.2.2;3.2.GK2.15;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen kennen verschillende voedingsmiddelen.;;
G;K-;3.2.3;K-3.2.3;3.2.GK2.16;K2.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen weten dat mensen eten en drinken om te groeien.;;
G;K-;3.2.2;K-3.2.2;3.2.GK3.8;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen kennen verschillende voedingsmiddelen.;;
G;K-;3.2.3;K-3.2.3;3.2.GK3.9;K3.;Relatie tussen organismen en tussen organismen en omgevingsfactoren in een biotoop;Energiebronnen en voedingsstoffen;;De leerlingen weten dat mensen eten en drinken om te groeien en te bewegen.;Beschrijven na de turnles: 'Ik krijg honger en dorst omdat ik veel bewoog.';
