Doelsoort;LfMD;Nr MD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) Verplicht;HOR COH met andere disciplines (wat op hetzelfde moment gebeurt);HOR COH binnen de discipline (wat op hetzelfde moment gebeurt) suggestief;"Dit LP-doel komt net na [code]
(= voorgaande doel)";"Dit LP-doel komt net voor [code]
(= volgende doel)"
P;;;;7.4.PF2.20;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visueel anticiperen op een vertrouwde handeling of gebeurtenis.;Kijkt naar jas bij buitengaan, richt blik op tafel bij eetmoment, kijkt naar deur bij vertrek.;;;;;;
P;;;;7.4.PF2.21;F2.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan objecten visueel lokaliseren in de ruimte.;Zoekt zichtbaar object, kijkt naar plaats van geluid, vindt object op tafel.;;;;;;
P;;;;7.4.PF3.16;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling herkent verschillen in vorm en kleur.;Onderscheidt grote en kleine vorm, herkent kleurverschil, kiest juiste vorm.;;;;;;
P;;;;7.4.PF3.17;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele overeenkomsten en verschillen onderscheiden binnen een concrete context.;Legt gelijke objecten samen, wijst verschillend object aan, kiest passende vorm.;;;;;;
P;;;;7.4.PF3.18;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele informatie gebruiken om keuzes te maken.;Kiest zichtbaar gewenst object, wijst voorkeur aan, neemt gekozen voorwerp.;;;;;;
P;;;;7.4.PF3.19;F3.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan gericht kijken naar relevante visuele informatie binnen een activiteit.;Kijkt naar voorbeeld, volgt visuele aanwijzing, richt blik op taakmateriaal.;;;;;;
S;;;;7.4.SF4.13;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele verschillen doelgericht waarnemen en gebruiken binnen activiteiten.;Herkent verschillen in materiaal, kiest op basis van uiterlijk, benoemt verschil.;;;;;;
S;;;;7.4.SF4.14;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele kenmerken gebruiken om te sorteren, kiezen of ordenen.;Sorteert op kleur of vorm, ordent materialen, groepeert objecten.;;;;;;
S;;;;7.4.SF4.15;F4.;Zintuiglijke competenties;Zintuiglijke waarneming;Zien;De leerling kan visuele informatie koppelen aan betekenis en functie.;Herkent pictogram, koppelt beeld aan handeling, gebruikt visuele aanwijzing functioneel.;;;;;;
P;;;;7.4.PF1.19;F1.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling ervaart gelijktijdige prikkels uit verschillende zintuigen en reageert er basaal op.;Kijkt naar het gezicht dat spreekt, ontspant bij wiegen, richt zich op de bron van geluid.;;;;;;
P;;;;7.4.PF1.20;F1.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan via herhaling verbanden leggen tussen wat hij/zij ziet, hoort, voelt, ruikt en ervaart.;Herkent stem vóór aanraking, reageert voorspelbaar op verzorgingsrituelen.;;;;;;
P;;;;7.4.PF2.22;F2.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan twee of meer zintuigen combineren om een eenvoudige actie te sturen.;Grijpt naar een rammelaar die geluid maakt, kijkt naar de lepel bij voeding.;;;;;;
P;;;;7.4.PF2.23;F2.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan via zintuiglijke feedback zijn/haar handelen bijsturen.;Laat los wanneer iets te warm of koud aanvoelt, vertraagt beweging bij onverwacht geluid.;;;;;;
P;;;;7.4.PF3.20;F3.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan zintuiglijke informatie uit zicht, tast en beweging integreren om doelgericht te handelen.;Bekijkt en voelt speelgoed vanuit verschillende hoeken.;;;;;;
P;;;;7.4.PF3.21;F3.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan een handeling volhouden dankzij gecombineerde zintuiglijke feedback.;Blijft kijken en voelen bij het plaatsen van blokken, herstelt balans na struikelen.;;;;;;
S;;;;7.4.SF4.16;F4.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan meerdere zintuigen gebruiken om acties te plannen en te corrigeren.;Kijkt waar hij zijn voeten zet bij traplopen,luistert naar aanwijzingen.;;;;;;
S;;;;7.4.SF4.17;F4.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan zintuiglijke prikkels koppelen aan betekenisvolle routines.;Reageert op geluid van water en gaat handen wassen, geur van eten wekt anticipatie.;;;;;;
S;;;;7.4.SF4.18;F4.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan visuele, auditieve, vestibulaire en proprioceptieve informatie combineren voor complexe handelingen.;Fietsen, tekenen, dansen, knippen.;;;;;;
S;;;;7.4.SF4.19;F4.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan selectief focussen op relevante zintuiglijke prikkels en irrelevante prikkels negeren.;Kijkt naar leerkracht ondanks omgevingsgeluid, blijft gericht bij taak.;;;;;;
S;;;;7.4.SF5.2;F5.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan bewust meerdere zintuigen inzetten en reguleren tijdens taakuitvoering.;Gebruikt gezichtsuitdrukking en toon van stem om een boodschap te begrijpen.;;;;;;
S;;;;7.4.SF5.3;F5.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan compenserende strategieën gebruiken bij verminderde zintuigfunctie.;Kijkt extra bij zwak gehoor, gebruikt tactiele signalen voor oriëntatie.;;;;;;
S;;;;7.4.SF5.4;F5.;Zintuiglijke competenties;Multisensorische integratie ;;De leerling kan prikkels filteren en het tempo van verwerking aanpassen met hulp of hulpmiddelen.;Gebruikt koptelefoon, zonnebril, rusthoek.;;;;;;
P;;;;7.4.PF1.21;F1.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan visuele prikkels volgen en zijn/haar bewegingen hierop afstemmen.;Volgt een bewegend voorwerp met de ogen, beweegt armen of benen mee zonder gericht grijpen.;;;;;;
P;;;;7.4.PF1.22;F1.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan kijken naar zijn/haar eigen handen en voeten tijdens spontane beweging.;Kijkt naar bewegende handen, beweegt voeten terwijl ze visueel gevolgd worden. ;;;;;;
P;;;;7.4.PF2.24;F2.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan reiken naar een zichtbaar voorwerp met toenemende gerichtheid.;Reikt met één of beide handen naar een speeltje dat zichtbaar is.;;;;;;
P;;;;7.4.PF2.25;F2.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan een zichtbaar voorwerp vastnemen en loslaten.;Neemt blokje vast na kijken, laat het bewust los.;;;;;;
P;;;;7.4.PF2.26;F2.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan zijn/haar voeten visueel volgen en tegen een object bewegen.;Kijkt naar voeten en trapt tegen een bal of mat.;;;;;;
P;;;;7.4.PF3.22;F3.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan oog-handcoördinatie inzetten bij eenvoudige manipulatieve handelingen.;Stapelt blokken, plaatst vormen in een vormenstoof.;;;;;;
P;;;;7.4.PF3.23;F3.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan gericht gooien of rollen naar een zichtbaar doel.;Rolt bal naar volwassene, gooit bal in grote doos.;;;;;;
P;;;;7.4.PF3.24;F3.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan gericht stappen of trappen naar een zichtbaar object.;Stapt naar bal en trapt, plaatst voet op aangeduide plek.;;;;;;
S;;;;7.4.SF4.20;F4.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan oog-handcoördinatie gebruiken bij fijnere, doelgerichte taken.;Rijgt grote kralen, tekent gerichte lijnen of vormen.;;;;;;
S;;;;7.4.SF4.21;F4.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan oog-voetcoördinatie gebruiken bij bewegingsactiviteiten.;Trapt bal naar doel, stapt over hindernissen.;;;;;;
S;;;;7.4.SF4.22;F4.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan zijn/haar bewegingen aanpassen op basis van visuele feedback.;Corrigeert handpositie bij missen, past staprichting aan.;;;;;;
S;;;;7.4.SF5.5;F5.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan oog-handcoördinatie inzetten bij complexe en samengestelde taken.;Schrijft of tekent gericht, gebruikt gereedschap gecontroleerd.;;;;;;
S;;;;7.4.SF5.6;F5.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan oog-voetcoördinatie inzetten bij dynamische en sportieve activiteiten.;Schopt bal gericht, springt naar aangeduide plaats.;;;;;;
S;;;;7.4.SF5.7;F5.;Zintuiglijke competenties;Oog-hand- en oog-voetcoördinatie;;De leerling kan zijn/haar oog-hand- en oog-voetcoördinatie bewust plannen en bijsturen.;Past beweging aan na feedback, kiest strategie om doel te bereiken.;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GJK.1;JK.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen eenvoudige auditieve of visuele signalen herkennen.;Fluitsignaal, hand opsteken.;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GJK.2;JK.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen reageren op auditieve of visuele signalen.;Starten bij een fluitsignaal, stoppen bij een handopsteken.;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GK2.1;K2.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen reageren op verschillende soorten prikkels.;Geluid, licht, aanraking;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GK2.2;K2.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen eenvoudige reacties combineren.;Tikken bij rood licht, springen bij groen licht.;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GK3.1;K3.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen korte bewegingsreacties in spel uitvoeren op signaal.;Stoelendans, tikspel met fluitsignaal;;;;;;
G;K-;7.1.8;K-7.1.8;7.4.GK3.2;K3.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op zintuiglijke signalen (auditief, visueel, tactiel).*;;;;;;;
MD;K-;7.1.8;K-7.1.8;7.4.MD;;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De kleuters kunnen in bewegingscontexten eenvoudige bewegingen afstemmen op zintuiglijke signalen (auditief, visueel, tactiel).*;;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL1.1;L1.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen snel reageren op één signaal in spelcontext.;Start/stop bij geluid.;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL2.1;L2.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen bewegingen correct uitvoeren bij verschillende soorten prikkels en eenvoudige signaalwissels.;;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL3.1;L3.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen in complexere situaties reageren op auditieve, visuele of tactiele signalen.;Starten op fluit, stoppen bij aanraking, van richting veranderen bij kleur.;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL4.1;L4.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen hun reacties afstemmen op anderen in groep.;Synchroon starten, gezamenlijk ritme volgen.;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL4.2;L4.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen snel en adequaat reageren op onverwachte prikkels in spelsituaties.;Onverwachte pass opvangen, reageren op tegenstander.;;;;;;
G;4-;7.1.9;4-7.1.9;7.4.GL4.3;L4.;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen in bewegingscontexten snel en correct reageren op auditieve, visuele en tactiele instructies.*;;;;;;;
MD;4-;7.1.9;4-7.1.9;7.4.MD;;Zintuiglijke competenties;Reactie op zintuiglijke prikkels;;De leerlingen kunnen in bewegingscontexten snel en correct reageren op auditieve, visuele en tactiele instructies.*;;;;;;;
G;K-;7.2.2;K-7.2.2;7.5.GJK.1;JK.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen blijven deelnemen aan speelse bewegingssituaties en verkennen deze op een actieve manier.;;;;;;;
G;K-;7.2.2;K-7.2.2;7.5.GK2.1;K2.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen aangeven wanneer ze hulp willen met een bewegingsopdracht of net deze zelf willen proberen.;;;;;;;
G;K-;7.2.2;K-7.2.2;7.5.GK3.1;K3.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen kleine uitdagingen zelfstandig aangaan.;Hoger klimmen, moeilijker parcours.;;;;;;
G;K-;7.2.2;K-7.2.2;7.5.GK3.2;K3.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen aangeven wat ze kunnen, wat moeilijk is en tonen groeiend zelfvertrouwen in bewegingssituaties.;;;;;;;
G;K-;7.2.2;K-7.2.2;7.5.GK3.3;K3.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen in hun bewegingsvaardigheid durf tonen.*;;;;;;;
MD;K-;7.2.2;K-7.2.2;7.5.MD;;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De kleuters kunnen in hun bewegingsvaardigheid durf tonen.*;;;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL1.1;L1.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen eigen sterktes ontdekken in eenvoudige bewegingssituaties.;;;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL1.2;L1.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen falen relativeren en positief verder proberen.;;;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL2.1;L2.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen eenvoudige zelfinschattingen maken en kleine fysieke uitdagingen met vertrouwen aanpakken.;Eenvoudige doelen stellen: 'Ik geraakte tot daar, volgende keer…';;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL3.1;L3.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen zichzelf realistisch inschatten en hun zelfvertrouwen tonen in eenvoudige samenwerkings- en bewegingssituaties.;;;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL4.1;L4.;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen eerlijk en sportief gedrag tonen tijdens een spel of wedstrijdvorm.;;;;;;;
MD;4-;7.2.4;4-7.2.4;7.5.MD;;Zelfconcept en interactie in groep;Zelfkennis en zelfvertrouwen;;De leerlingen kunnen eerlijk en sportief gedrag tonen tijdens een spel of wedstrijdvorm.;;;;;;;
G;K-;9.3.3.;K-9.3.3.;7.5.GJK.2;JK.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen naast anderen spelen met eigen materiaal.;;;;;;;
G;K-;9.3.3.;K-9.3.3.;7.5.GJK.3;JK.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen naast anderen spelen met gedeeld materiaal.;;;;;;;
G;K-;9.3.3.;K-9.3.3.;7.5.GK2.2;K2.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen eenvoudige bewegingsopdrachten samen uitvoeren.;Een mat dragen, een toren bouwen, balletjes verzamelen.;;;;;;
G;K-;9.3.3.;K-9.3.3.;7.5.GK3.4;K3.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen samenwerken binnen een bewegingsopdracht met een beperkt aantal kinderen en eenvoudige afspraken.;;;;;;;
G;K-;7.2.1;K-7.2.1;7.5.GK3.5;K3.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen binnen een eenvoudige spelvorm één tot twee spelregels opvolgen.;;;;;;;
MD;K-;7.2.1;K-7.2.1;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De kleuters kunnen binnen een eenvoudige spelvorm één tot twee spelregels opvolgen.;;;;;;;
G;4-;7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;4-7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;7.5.GL1.3;L1.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen eenvoudige regels naleven en eerlijk spelen in speelse bewegingssituaties.;;;;;;;
G;4-;7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;4-7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;7.5.GL1.4;L1.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen positief omgaan met winst en verlies.;;;;;;;
G;4-;7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;4-7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;7.5.GL2.2;L2.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen fair play toepassen in spelvormen door eerlijk te handelen, respect te tonen en regels actief te volgen.;;;;;;;
G;4-;7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;4-7.2.1/7.2.2/7.2.3/7.2.4/7.2.5;7.5.GL3.2;L3.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen de regels correct toepassen, respectvol communiceren en sportief omgaan met winst en verlies.;;;;;;;
G;4-;7.2.1;4-7.2.1;7.5.GL4.2;L4.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kennen de spelregels van gespeelde sporten.;;;;;;;
G;4-;7.2.2;4-7.2.2;7.5.GL4.3;L4.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen spelregels toepassen.;;;;;;;
G;4-;7.2.3;4-7.2.3;7.5.GL4.4;L4.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen deelnemen aan teamgericht spel.;;;;;;;
G;4-;7.2.4;4-7.2.4;7.5.GL4.5;L4.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen eerlijk en sportief gedrag tonen tijdens een spel of wedstrijdvorm.;;;;;;;
G;4-;7.2.5;4-7.2.5;7.5.GL4.6;L4.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen principes van fair play toepassen (eerlijk, sportief, regels en sancties respecteren, niet vals spelen, integriteit en respect).;;;;;;;
MD;4-;7.2.1;4-7.2.1;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kennen de spelregels van gespeelde sporten.;;;;;;;
MD;4-;7.2.2;4-7.2.2;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen spelregels toepassen.;;;;;;;
MD;4-;7.2.3;4-7.2.3;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen deelnemen aan teamgericht spel.;;;;;;;
MD;4-;7.2.4;4-7.2.4;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen eerlijk en sportief gedrag tonen tijdens een spel of wedstrijdvorm.;;;;;;;
MD;4-;7.2.5;4-7.2.5;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen principes van fair play toepassen (eerlijk, sportief, regels en sancties respecteren, niet vals spelen, integriteit en respect).;;;;;;;
G;6-;7.2.1/7.2.2;6-7.2.1/7.2.2;7.5.GL5.1;L5.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen teamgericht werken en verantwoordelijkheid nemen voor het groepsresultaat.;;;;;;;
G;6-;7.2.1/7.2.2;6-7.2.1/7.2.2;7.5.GL6.1;L6.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen strategisch samenwerken in spelsituaties.;Rollen verdelen, taken uitvoeren.;;;;;;
G;6-;7.2.1/7.2.2;6-7.2.1/7.2.2;7.5.GL6.2;L6.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen anderen ondersteunen en feedback geven.;Scheidsrechter of coachende rol opnemen.;;;;;;
G;6-;7.2.1;6-7.2.1;7.5.GL6.3;L6.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen deelnemen aan teamgericht spel en hierbij verschillende rollen aannemen.;;;;;;;
G;6-;7.2.2;6-7.2.2;7.5.GL6.4;L6.;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen de functie van scheidsrechter in vereenvoudigde spelvormen opnemen.;;;;;;;
MD;6-;7.2.1;6-7.2.1;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen deelnemen aan teamgericht spel en hierbij verschillende rollen aannemen.;;;;;;;
MD;6-;7.2.2;6-7.2.2;7.5.MD;;Zelfconcept en interactie in groep;Teamgerichte competenties;;De leerlingen kunnen de functie van scheidsrechter in vereenvoudigde spelvormen opnemen.;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
