Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend)
P;K-;2.1.1;K-2.1.1;2.1.PF3.1;F3.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling koppelt met ondersteuning telwoorden aan zijn/haar handelen.;Met ondersteuning zoals samen-doen, modeling, herhaling of imitatie: alle knuffels uit de knuffelhoek op een rij leggen ondersteund door telwoorden van de leraar.;
G;K-;2.1.1;K-2.1.1;2.1.GJK.1;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de telrij van 0 tot en met 10 (akoestisch tellen) [F].;;
G;K-;2.1.1;K-2.1.1;2.1.GK2.1;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de telrij van 0 tot en met 10 (akoestisch tellen) [F] [H1].;;
+;;;;2.1.+K2.2;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kent de telrij boven 10 (akoestisch tellen) [F].;;
G;K-;2.1.1;K-2.1.1;2.1.GK3.1;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de telrij van 0 tot en met 20 (akoestisch tellen) [F].;;
+;;;;2.1.+K3.2;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kent de telrij boven 20 (akoestisch tellen) [F].;;
MD;K-;2.1.1;K-2.1.1;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen de telrij van 0 tot en met 20 (akoestisch tellen) [F].;;
P;K-;2.1.2;K-2.1.2;2.1.PF2.1;F2.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling kan verschil ervaren tussen aanwezigheid en afwezigheid van een voorwerp of persoon. ;"Reageren wanneer een object verdwijnt of verschijnt; zoeken met blik of lichaam. ";
P;K-;2.1.2;K-2.1.2;2.1.PF2.2;F2.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling kan reageren op verandering in hoeveelheid. ;"Iets komt erbij of verdwijnt; Onrust of alertheid wanneer stukje fruit wordt bijgelegd op bord of wordt weggenomen.";
S;K-;2.1.2;K-2.1.2;2.1.SF4.1;F4.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling onderzoekt de wereld van de getallen in en rond de school. ;Foto's maken van alle cijfers/getallen in de school: de klasnummers, de telfoonnummer op noodplan, de huisnummers in de straat, het verkeersbord, cijfers op verpakkingen in de keuken…;
S;K-;2.1.2;K-2.1.2;2.1.SF4.2;F4.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling geeft betekenis aan de getallen in en rond de school.;Tijdens kringgesprek geven we betekenis aan de foto's die we namen van de cijfers en getallen in en rond de school. De leraar benoemt de getallen, gesprek over waarvoor het getal staat: 30 km , klasnummers, telefoonnummer, kg op pakje bloem…;
G;K-;2.1.2;K-2.1.2;2.1.GJK.2;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen natuurlijke getallen als aanduiding voor een aantal [I].;;
G;K-;2.1.2;K-2.1.2;2.1.GK2.3;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen natuurlijke getallen als aanduiding voor een aantal [I] [H1].;;
G;K-;2.1.2;K-2.1.2;2.1.GK2.4;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kennen natuurlijke getallen als aanduiding voor een rangorde [I].;;
G;K-;2.1.2;K-2.1.2;2.1.GK3.3;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen natuurlijke getallen als aanduiding voor een aantal [I] [H2].;;
G;K-;2.1.2;K-2.1.2;2.1.GK3.4;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kennen natuurlijke getallen als aanduiding voor een rangorde [I] [H1].;;
MD;K-;2.1.2;K-2.1.2;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen natuurlijke getallen als aantal en als rangorde.;;
G;K-;2.1.3;K-2.1.3;2.1.GK2.5;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kennen de rangtelwoorden van eerste tot en met vijfde [F].;;
G;K-;2.1.3;K-2.1.3;2.1.GK3.5;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kennen de rangtelwoorden van eerste tot en met tiende [F].;;
MD;K-;2.1.3;K-2.1.3;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen de rangtelwoorden van eerste tot en met tiende [F].;;
P;K-;2.1.4;K-2.1.4;2.1.PF2.3;F2.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling verkent functionele één-op-één handelingen.;"1 voorwerp in elk doosje, voor elke pop een muts, elke stoel een placemat; één object koppelen aan één ander object in dagelijkse situaties, zonder gebruik van telwoorden.";
P;K-;2.1.4;K-2.1.4;2.1.PF3.2;F3.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling past de één-op-één relatie toe in functionele situatie.;Meer zelfstandig voorwerp aan voorwerp koppelen, taal gebruiken als 'voor elke stoel 1 bord, aan elke leerling twee kaartjes.;
G;K-;2.1.4;K-2.1.4;2.1.GJK.3;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de één-op-één relatie (correspondentie) tussen een aantal objecten (tot en met 5) en de overeenkomstige telwoorden (synchroon tellen) [I].;;
G;K-;2.1.4;K-2.1.4;2.1.GK2.6;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de één-op-één relatie (correspondentie) tussen een aantal objecten (tot en met 10) en de overeenkomstige telwoorden (synchroon tellen) [I].;;
G;K-;2.1.4;K-2.1.4;2.1.GK3.6;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de één-op-één relatie (correspondentie) tussen een aantal objecten (tot en met 10) en de overeenkomstige telwoorden (synchroon tellen) [I] [H1].;;
MD;K-;2.1.4;K-2.1.4;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen de één-op-één relatie tussen een aantal objecten en de overeenkomstige telwoorden (synchroon tellen) [I].;;
G;K-;2.1.5;K-2.1.5;2.1.GJK.4;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de irrelevantie van de volgorde van objecten bij het bepalen van een aantal [I].;;
G;K-;2.1.5;K-2.1.5;2.1.GK2.7;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de irrelevantie van de volgorde van objecten bij het bepalen van een aantal [I] [H1].;;
G;K-;2.1.5;K-2.1.5;2.1.GK3.7;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen de irrelevantie van de volgorde van objecten bij het bepalen van een aantal [I] [H2].;;
MD;K-;2.1.5;K-2.1.5;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen de irrelevantie van de volgorde van objecten bij het bepalen van een aantal [I].;;
G;K-;2.1.6;K-2.1.6;2.1.GK3.8;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kennen het principe van conservatie (een aantal is onafhankelijk van tijd en ruimte) [I].;"Vier ver uit elkaar geplaatste blokken zijn evenveel blokken als vier dicht bij elkaar geplaatste blokken.
□    □    □    □
□□□□";
MD;K-;2.1.6;K-2.1.6;2.1.MD;;Getallenkennis;Natuurlijke getallen;;De kleuters kennen het principe van conservatie (een aantal is onafhankelijk van tijd en ruimte) [I].;;
G;K-;2.1.6;K-2.1.6;2.1.GL1.1;L1.;Getallenkennis;Natuurlijke getallen;Een getal ≤ 20 interpreteren als een hoeveelheid;De leerlingen kennen het principe van conservatie (een aantal is onafhankelijk van tijd en ruimte) [I] [H1].;;
P;K-;2.1.7;K-2.1.7;2.1.PF2.4;F2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerling kan onderscheid maken tussen veel of weinig door gericht handelen.;Bord met veel en bord met weinig letterkoekjes, waar grijpt de leerling naar?;
P;K-;2.1.7;K-2.1.7;2.1.PF3.3;F3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerling kan op vraag gericht handelen om te tonen dat zij de begrippen veel, weinig, geen, iets en nog één begrijpen.;Neemt meerdere blokken wanneer gevraagd wordt: “Pak veel blokken.”;
G;K-;2.1.7;K-2.1.7;2.1.GJK.5;JK.;Getallenkennis;Natuurlijke getallen;Begrippen ;De leerlingen kennen de begrippen: veel, weinig, meer, minder [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GJK.6;JK.;Getallenkennis;Natuurlijke getallen;Begrippen ;De leerlingen kennen de begrippen: eerste, laatste [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK2.8;K2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: evenveel, niet-evenveel [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK2.9;K2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: gelijk/niet gelijk [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK2.10;K2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: te veel/te weinig [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK2.11;K2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: geen, niets, meest, minst [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK2.12;K2.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kunnen de begrippen m.b.t. getallenkennis uit JK toepassen in gevarieerde contexten.;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.9;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: tussen, één meer/één minder [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.10;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: van minder naar meer, van weinig naar veel [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.11;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: middelste, vorige, volgende [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.12;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: hoeveel, geen enkel, hoeveel meer, hoeveel minder [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.13;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen de begrippen: juist ervoor, juist erna [F].;;
G;;;;2.1.GK3.14;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kennen het begrip: het getal [F].;;
G;K-;2.1.7;K-2.1.7;2.1.GK3.15;K3.;Getallenkennis;Natuurlijke getallen;Begrippen;De leerlingen kunnen de begrippen m.b.t. getallenkennis uit JK en K2 toepassen in gevarieerde contexten.;;
MD;K-;2.1.7;K-2.1.7;;;Getallenkennis;Natuurlijke getallen;;"De kleuters kennen de volgende begrippen [F]:
• evenveel, niet-evenveel;
• veel/weinig, gelijk/niet gelijk, te veel/te weinig;
• meer, minder, meest, minst, tussen, één meer/één minder;
• van minder naar meer, van weinig naar veel;
• eerste, middelste, laatste, vorige, volgende;
• hoeveel, geen enkel, niets, hoeveel meer, hoeveel minder;
• juist ervoor, juist erna.";;
P;K-;2.1.8;K-2.1.8;2.1.PF3.4;F3.;Getallenkennis;Natuurlijke getallen;Prenumerieke vaardigheden;De leerling kan een cijferbeeld visueel onderscheiden van een letter of tekening.;Wijzen naar het cijfer tussen andere symbolen en picto's.;
P;K-;2.1.8;K-2.1.8;2.1.PF3.5;F3.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling kan grote aantallen vergelijken in functionele situaties.;Wie heeft veel blokken/weinig blokken in begeleid naast elkaar spel met eigen materiaal.;
P;K-;2.1.8;K-2.1.8;2.1.PF3.6;F3.;Getallenkennis;Natuurlijke getallen;Gevoel voor hoeveelheid;De leerling kan een hoeveelheid voorwerpen systematisch één na één verwerken door ze aan te raken, te verplaatsen of te manipuleren.;Een blokkentoren maken tot alle blokken in de doos 'weg' zijn. ;
G;K-;2.1.8;K-2.1.8;2.1.GJK.7;JK.;Getallenkennis;Natuurlijke getallen;Prenumerieke vaardigheden;De leerlingen kennen een symbool als middel om een persoon, een voorwerp, een eigenschap te representeren [I].;Elke kleuter krijgt een eigen symbool, op de doos van de auto’s hangt een foto van een auto.;
G;K-;2.1.8;K-2.1.8;2.1.GJK.8;JK.;Getallenkennis;Natuurlijke getallen;Prenumerieke vaardigheden;De leerlingen kunnen objecten sorteren op basis van een gemeenschappelijke eigenschap.;Kwalitatief classificeren op basis van criteria zoals primaire kleuren, vorm.;
G;K-;2.1.8;K-2.1.8;2.1.GJK.9;JK.;Getallenkennis;Natuurlijke getallen;Prenumerieke vaardigheden;De leerlingen kunnen objecten ordenen (seriëren).;Kwalitatief seriëren zoals van klein naar groot.;
G;K-;2.1.8;K-2.1.8;2.1.GJK.10;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen op het zicht bepalen welk van twee aantallen het meeste is (perceptueel vergelijken).;"Bij aantallen kleiner dan vijf zoals twee en vier.
Bij aantallen verder uit elkaar liggend zoals twee en negen.";
G;K-;2.1.8;K-2.1.8;2.1.GJK.11;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 m.b.v.  de één-op-één relatie (correspondentie) vergelijken.;;
G;K-;2.1.8;K-2.1.8;2.1.GJK.12;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 synchroon tellen.;Er liggen 5 knikkers. Elke knikker mag maar één keer geteld worden. ;
G;K-;2.1.8;K-2.1.8;2.1.GK2.13;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen op het zicht bepalen welk van twee aantallen het meeste is (perceptueel vergelijken) [H1].;"Bij aantallen kleiner dan vijf zoals twee en vier.
Bij aantallen verder uit elkaar liggend zoals twee en negen.";
G;K-;2.1.8;K-2.1.8;2.1.GK2.14;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 m.b.v.  de één-op-één relatie (correspondentie) vergelijken.;;
G;K-;2.1.8;K-2.1.8;2.1.GK2.15;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 synchroon tellen.;Er liggen 7 knikkers. Elke knikker mag maar één keer geteld worden. ;
G;K-;2.1.8;K-2.1.8;2.1.GK2.16;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 resultatief tellen.;Samen tellen we de stukken fruit in de mand en benoemen we het aantal. Er liggen 8 appels in de mand.;
G;K-;2.1.8;K-2.1.8;2.1.GK2.17;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 vergelijken, sorteren, koppelen aan het telwoord en de getalnotatie (in alle richtingen).;;
G;K-;2.1.8;K-2.1.8;2.1.GK2.18;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 van weinig naar veel of omgekeerd ordenen (seriëren).;;
G;K-;2.1.8;K-2.1.8;2.1.GK3.16;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen op het zicht bepalen welk van twee aantallen het meeste is (perceptueel vergelijken) [H2].;"Bij aantallen kleiner dan vijf zoals twee en vier.
Bij aantallen verder uit elkaar liggend zoals twee en negen.";
G;K-;2.1.8;K-2.1.8;2.1.GK3.17;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 m.b.v.  de één-op-één relatie (correspondentie) vergelijken [H1].;;
G;K-;2.1.8;K-2.1.8;2.1.GK3.18;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 synchroon tellen [H1].;;
G;K-;2.1.8;K-2.1.8;2.1.GK3.19;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 resultatief tellen.;;
+;;;;2.1.+K3.20;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan (on)gestructureerde aantallen boven 10 synchroon tellen.;;
+;;;;2.1.+K3.21;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan tellen met sprongen van 2, 5 en 10.;Luidop de telwoorden opzeggen in sprongen ‘2,4,6,8,10’ of ‘5,10,15,20’.;
+;;;;2.1.+K3.22;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan (on)gestructureerde aantallen boven 10 tellen (resultatief tellen).;;
G;K-;2.1.8;K-2.1.8;2.1.GK3.23;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 vergelijken, sorteren, koppelen aan het telwoord en de getalnotatie (in alle richtingen).;;
G;K-;2.1.8;K-2.1.8;2.1.GK3.24;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kunnen (on)gestructureerde aantallen tot en met 10 van weinig naar veel of omgekeerd ordenen (seriëren).;;
MD;K-;2.1.8;K-2.1.8;;;Getallenkennis;Natuurlijke getallen;;"De kleuters kunnen (on)gestructureerde aantallen tot en met 10:
• vergelijken;
• sorteren;
• tellen (resultatief tellen);
• koppelen aan het telwoord en de getalnotatie (in alle richtingen);
• van weinig naar veel of omgekeerd ordenen (seriëren).";;
G;K-;2.1.9;K-2.1.9;2.1.GJK.13;JK.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 4 herkennen zonder te tellen (subiteren).;;
G;K-;2.1.9;K-2.1.9;2.1.GK2.19;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 herkennen zonder te tellen (subiteren).;;
G;K-;2.1.9;K-2.1.9;2.1.GK3.25;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen (on)gestructureerde aantallen tot en met 5 herkennen zonder te tellen (subiteren) [H1].;;
MD;K-;2.1.9;K-2.1.9;;;Getallenkennis;Natuurlijke getallen;;De kleuters kunnen (on)gestructureerde aantallen tot en met 5 herkennen zonder te tellen (subiteren).;;
G;K-;2.1.10;K-2.1.10;2.1.GK3.26;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen akoestisch terugtellen van 10 naar 1.;;
G;K-;2.1.10;K-2.1.10;2.1.GK3.27;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen m.b.v. de telrij vanaf een willekeurige plaats tot en met 10: tellen, doortellen en terugtellen.;;
G;K-;2.1.10;K-2.1.10;2.1.GK3.28;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen m.b.v. de telrij bij een gegeven getal tot en met 10: 1 meer en 1 minder, juist ervoor en juist erna bepalen.;;
+;;;;2.1.+K3.29;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan verkort tellen tot 10.;Bepalen hoeveel er van iets zijn door te tellen, zonder elk voorwerp individueel te tellen: een set van acht stoelen per twee tellen.;
+;;;;2.1.+K3.30;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan m.b.v. de telrij vanaf een willekeurige plaats boven 10: tellen, doortellen en terugtellen.;;
+;;;;2.1.+K3.31;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan m.b.v. de telrij bij een gegeven getal boven 10: 1 meer en 1 minder, juist ervoor en juist erna bepalen.;;
MD;K-;2.1.10;K-2.1.10;;;Getallenkennis;Natuurlijke getallen;;"De kleuters kunnen m.b.v. de telrij:
• vanaf een willekeurige plaats tot en met 10 tellen, doortellen en terugtellen;
• 1 meer en 1 minder, juist ervoor en juist erna bepalen bij een gegeven getal tot en met 10.";;
G;K-;2.1.11;K-2.1.11;2.1.GJK.14;JK.;Getallenkennis;Natuurlijke getallen;Begrippen en wiskundige notaties;De leerlingen kunnen de begrippen eerste en laatste toepassen in concrete situaties.;Plaats de pop als eerste in de rij, de beer als laatste in de rij.;
G;K-;2.1.11;K-2.1.11;2.1.GK2.20;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kunnen een rangorde tot en met 5 aangeven. ;;
G;K-;2.1.11;K-2.1.11;2.1.GK3.32;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een rangorde;De leerlingen kunnen een rangorde tot en met 10 aangeven.;;
MD;K-;2.1.11;K-2.1.11;;;Getallenkennis;Natuurlijke getallen;;De kleuters kunnen een rangorde tot en met 10 aangeven.;;
G;K-;2.1.12;K-2.1.12;2.1.GK2.21;K2.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen getallen (in cijfers) tot en met 5 lezen.;;
G;K-;2.1.12;K-2.1.12;2.1.GK3.33;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerlingen kunnen getallen (in cijfers) tot en met 10 lezen.;;
+;;;;2.1.+K3.34;K3.;Getallenkennis;Natuurlijke getallen;Een getal interpreteren als een hoeveelheid;De leerling kan getallen (in cijfers) boven 10 lezen.;;
MD;K-;2.1.12;K-2.1.12;;;Getallenkennis;Natuurlijke getallen;;De kleuters kunnen getallen (in cijfers) tot en met 10 lezen.;;
P;K-;2.2.1;K-2.2.1;2.2.PF3.1;F3.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerling kan op vraag gericht handelen om te tonen dat ze de begrippen: erbij doen en eraf doen, begrijpen.;"We maken de toren hoger, we doen er nog een blok bij.
We scheuren een kalenderblaadje af. ";
G;K-;2.2.1;K-2.2.1;2.2.GJK.1;JK.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kennen de begrippen: bij(doen), erbij [F].;;
G;K-;2.2.1;K-2.2.1;2.2.GJK.2;JK.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kennen de begrippen: weg(nemen), eraf [F].;;
G;K-;2.2.1;K-2.2.1;2.2.GK2.1;K2.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kennen de begrippen: samen(tellen), samenvoegen [F].;;
G;K-;2.2.1;K-2.2.1;2.2.GK2.2;K2.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kennen de begrippen: evenveel, gelijk maken, (gelijke) groepjes maken [F].;;
G;K-;2.2.1;K-2.2.1;2.2.GK2.3;K2.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kennen de begrippen: keer nemen, splitsen, (eerlijk) verdelen [F].;;
G;K-;2.2.1;K-2.2.1;2.2.GK2.4;K2.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kunnen de begrippen m.b.t. bewerkingen uit JK toepassen in gevarieerde contexten.;;
G;K-;2.2.1;K-2.2.1;2.2.GK3.1;K3.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begrippen;De leerlingen kunnen de begrippen m.b.t. bewerkingen uit JK en K2 toepassen in gevarieerde contexten.;;
MD;K-;2.2.1;K-2.2.1;;;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;;"De kleuters kennen de volgende begrippen [F]:
• bijdoen, erbij, samen(tellen), samenvoegen;
• weg(nemen), eraf;
• evenveel, gelijk maken, (gelijke) groepjes maken
• keer nemen;
• splitsen;
• (eerlijk) verdelen.";;
P;K-;2.2.2;K-2.2.2;2.2.PF3.2;F3.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Gevoel voor optellen en aftrekken;De leerling legt het verband tussen voorwerpen toevoegen en meer voorwerpen hebben en tussen voorwerpen weghalen en minder voorwerpen hebben.;Opmerken dat als er blokken weggenomen worden, ze minder blokken over houden - als die blokken dan naar een andere leerling gaan, heeft die er meer.;
G;K-;2.2.2;K-2.2.2;2.2.GJK.3;JK.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen eenvoudige probleemsituaties (oorzaak-verandering, combinatie) rond optellen en aftrekken met aantallen tot en met 5 oplossen m.b.v. concreet materiaal en daarbij de rekenhandelingen verwoorden.;"Veranderingssituaties met onbekend totaal: ik heb drie auto's en krijg er nog twee auto's bij. Hoeveel auto's heb ik samen?
Combinatiesituaties met onbekend totaal: ik heb drie rode auto's en twee blauwe auto's. Hoeveel auto's heb ik samen?";
G;K-;2.2.2;K-2.2.2;2.2.GK2.5;K2.;Bewerkingen;Overkoepelend deel: begripsvorming, eigenschappen van en relaties tussen bewerkingen;Begripsvorming;De leerlingen kunnen eenvoudige probleemsituaties (oorzaak-verandering, combinatie) rond optellen en aftrekken met aantallen tot en met 5 oplossen m.b.v. concreet materiaal en daarbij de rekenhandelingen verwoorden (H1).;"Veranderingssituaties met onbekend totaal: ik heb drie auto's en krijg er nog twee auto's bij. Hoeveel auto's heb ik samen?
Combinatiesituaties met onbekend totaal: ik heb drie rode auto's en twee blauwe auto's. Hoeveel auto's heb ik samen?";
