Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Woordenschat (richtinggevend)
MD;4-;2.3.10;4-2.3.10;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;De leerlingen kennen de inhoud van een voorwerp als de hoeveelheid (vloei-)stof die een recipiënt kan bevatten [I].;;
G;4-;2.3.11;4-2.3.11;2.3.GL4.25;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kennen de inhoud van een voorwerp als de hoeveelheid (vloei-)stof die recipiënt kan bevatten en het volume van een object als de ruimte die dat object inneemt [I].;;
MD;4-;2.3.11;4-2.3.11;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;De leerlingen kennen het volume van een object als de ruimte die dat object inneemt [I].;;
G;4-;2.3.12;4-2.3.12;2.3.GL4.26;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Indirect meten;De leerlingen kennen de formule (in woorden) voor de omtrek van een veelhoek als de som van de lengtes van de zijden (afleiden en paraat kennen) [I/F].;;
G;4-;2.3.12;4-2.3.12;2.3.GL4.27;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Indirect meten;De leerlingen kennen formules (in woorden) voor de oppervlakte van een vierkant en een rechthoek waarbij de hoogte de afstand is tussen de gekozen basis en de overstaande zijde (afleiden en paraat kennen) [I/F].;Oppervlakte rechthoek = basis x hoogte;
MD;4-;2.3.12;4-2.3.12;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;"De leerlingen kennen in woorden de formules van (afleiden en paraat kennen) [I/F]:
• de omtrek van een veelhoek als de som van de lengtes van de zijden;
• de oppervlakte van een vierkant en een rechthoek.
bv.  oppervlakte vierkant/rechthoek = basis x hoogte";;
G;4-;2.3.13;4-2.3.13;2.3.GL1.17;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: meter (m) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL1.18;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: liter (l) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL2.19;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: decimeter (dm), centimeter (cm) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL2.20;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: deciliter (dl) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL3.21;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: kilometer (km), hectometer (hm), decameter (dam) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL3.22;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: centiliter (cl) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL4.28;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: millimeter (mm) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL4.29;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: vierkante meter (m²), decimeter (dm²), centimeter (cm²) [F].;;
G;4-;2.3.13;4-2.3.13;2.3.GL4.30;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: milliliter (ml) [F].;;
MD;4-;2.3.13;4-2.3.13;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;"De leerlingen kennen de volgende maateenheden en hun wiskundige notaties [F]:
• km, hm, dam, m, dm, cm, mm;
• m², dm², cm²;
• l, dl, cl, ml.";;
G;4-;2.3.14;4-2.3.14;2.3.GL1.19;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: lengte, hoogte, diepte en afstand [F].;;
G;4-;2.3.14;4-2.3.14;2.3.GL1.20;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: inhoud [F].;;
G;4-;2.3.14;4-2.3.14;2.3.GL2.21;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kunnen de begrippen m.b.t. lengte en inhoud uit L1 toepassen in gevarieerde contexten [H1].;;
G;4-;2.3.14;4-2.3.14;2.3.GL3.23;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: omtrek [F].;;
G;4-;2.3.14;4-2.3.14;2.3.GL3.24;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kunnen de begrippen m.b.t. lengte en inhoud uit L1 toepassen in gevarieerde contexten.;;
G;4-;2.3.14;4-2.3.14;2.3.GL4.31;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: basis, hoogte [F].;;
G;4-;2.3.14;4-2.3.14;2.3.GL4.32;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: oppervlakte, volume [F].;;
G;4-;2.3.14;4-2.3.14;2.3.GL4.33;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Begrippen en wiskundige notaties;De leerlingen kunnen de begrippen m.b.t. lengte, oppervlakte, inhoud/volume uit L1 en L3 toepassen in gevarieerde contexten.;;
MD;4-;2.3.14;4-2.3.14;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;"De leerlingen kennen de volgende begrippen [F]:
• de lengte, de basis, de hoogte, de diepte, de omtrek en de afstand;
• de oppervlakte;
• de inhoud.";;
G;4-;2.3.15;4-2.3.15;2.3.GL1.21;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor lengte kiezen en een lengte tot op 1 m nauwkeurig meten.;;
G;4-;2.3.15;4-2.3.15;2.3.GL1.22;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen de lengte van een gebroken, gebogen of grillige lijn meten.;De weg van hier naar het bureau van de directeur is niet recht maar heeft toch een lengte, nl. 20 m.;
G;4-;2.3.15;4-2.3.15;2.3.GL1.23;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor inhoud kiezen en een inhoud tot op 1 l nauwkeurig meten en afmeten.;"Ik meet hoeveel liter er in mijn aquarium kan; ik meet 6 liter af die ik nodig heb om mijn aquarium te vullen. ";
G;4-;2.3.15;4-2.3.15;2.3.GL1.24;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen bepalen of de hoeveelheid vloeistof die een recipiënt bevat, ook de inhoud van het recipiënt is.;Er zit 3 liter water in de emmer, 3 liter is niet de inhoud van de emmer want er kan 10 liter in de emmer.;
G;4-;2.3.15;4-2.3.15;2.3.GL2.22;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor lengte kiezen en een lengte tot op 1 cm nauwkeurig meten.;;
G;4-;2.3.15;4-2.3.15;2.3.GL2.23;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen de lengte van een gebroken, gebogen of grillige lijn meten [H1].;;
G;4-;2.3.15;4-2.3.15;2.3.GL2.24;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor inhoud kiezen en een inhoud tot op 1 dl nauwkeurig meten en afmeten.;;
G;4-;2.3.15;4-2.3.15;2.3.GL2.25;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen bepalen of de hoeveelheid vloeistof die een recipiënt bevat, ook de inhoud van het recipiënt is [H1].;Er zit 1 dl water in een beker, 1 dl is niet de inhoud van de beker want er kan 3 dl water in de beker.;
G;4-;2.3.15;4-2.3.15;2.3.GL3.25;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor lengte kiezen en een lengte tot op 1 cm nauwkeurig meten en tekenen.;;
G;4-;2.3.15;4-2.3.15;2.3.GL3.26;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen de lengte van een gebroken, gebogen of grillige lijn meten [H2].;;
G;4-;2.3.15;4-2.3.15;2.3.GL3.27;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen de omtrek van een vlakke figuur meten.;Alle zijden van een rechthoek meten en de lengtes optellen.;
G;4-;2.3.15;4-2.3.15;2.3.GL3.28;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor inhoud kiezen en een inhoud tot op 1 cl nauwkeurig meten en afmeten.;;
G;4-;2.3.15;4-2.3.15;2.3.GL3.29;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen bepalen of de hoeveelheid vloeistof die een recipiënt bevat, ook de inhoud van het recipiënt is [H2].;Er zit 10 cl water in een glas, 10 cl is niet de inhoud van de beker want er kan 30 cl water in het glas.;
G;4-;2.3.15;4-2.3.15;2.3.GL4.34;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor lengte en oppervlakte kiezen en een lengte tot op 1 mm nauwkeurig meten en tekenen.;;
G;4-;2.3.15;4-2.3.15;2.3.GL4.35;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen de omtrek van een vlakke figuur meten [H1].;Alle zijden van een rechthoek meten en de lengtes optellen.;
G;4-;2.3.15;4-2.3.15;2.3.GL4.36;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een (grillige) oppervlakte meten met roosterpapier en een volume afpassen met kubussen.;;
G;4-;2.3.15;4-2.3.15;2.3.GL4.37;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor inhoud kiezen en een inhoud tot op 1 cl nauwkeurig meten en afmeten [H1].;;
G;4-;2.3.15;4-2.3.15;2.3.GL4.38;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen bepalen of de hoeveelheid vloeistof die een recipiënt bevat, ook de inhoud van het recipiënt is [H3].;Er zit 10 cl water in een glas, 10 cl is niet de inhoud van de beker want er kan 30 cl water in het glas.;
MD;4-;2.3.15;4-2.3.15;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;De leerlingen kunnen een geschikt meetinstrument voor lengte, oppervlakte en inhoud kiezen en een lengte tot op 1 mm nauwkeurig meten en tekenen, een oppervlakte meten met roosterpapier, een volume afpassen met kubussen, een inhoud tot op 1 cl nauwkeurig meten en afmeten.;;
G;4-;2.3.16;4-2.3.16;2.3.GL1.25;L1.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen referentiematen/punten voor de gekende grootheden en maateenheden gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat. ;"De hoogte van het plafond is meer dan twee meter, de hoogte van de deur; de inhoud van mijn drinkbus is minder dan die van de melkfles, dus minder dan 1 liter.";
G;4-;2.3.16;4-2.3.16;2.3.GL2.26;L2.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen referentiematen/punten voor de gekende grootheden en maateenheden gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H1].;;
G;4-;2.3.16;4-2.3.16;2.3.GL3.30;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen referentiematen/punten voor de gekende grootheden en maateenheden gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H2].;;
G;4-;2.3.16;4-2.3.16;2.3.GL4.39;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen referentiematen/punten voor de gekende grootheden en maateenheden gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H3].;;
MD;4-;2.3.16;4-2.3.16;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;De leerlingen kunnen referentiematen voor lengte, oppervlakte en inhoud gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat.;;
G;4-;2.3.16;4-2.3.16;2.3.GL5.2;L5.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Meten met standaardmaten;De leerlingen kunnen referentiematen/punten voor de gekende grootheden en maateenheden gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H4].;;
G;4-;2.3.17;4-2.3.17;2.3.GL3.31;L3.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Herleidingen;De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden voor lengte en inhoud uitvoeren met natuurlijke getallen tot en met 1 000.;;
G;4-;2.3.17;4-2.3.17;2.3.GL4.40;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Herleidingen;De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden voor lengte, oppervlakte en inhoud uitvoeren met natuurlijke getallen tot en met 10 000 en decimale getallen tot op 1 h.;Hm en dam zijn geen veelgebruikte maten, maar ondersteunen de opbouw van het metriek stelsel.;
MD;4-;2.3.17;4-2.3.17;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;"De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden voor lengte, oppervlakte en inhoud uitvoeren met natuurlijke getallen tot en met 10 000.
bv. hm/hm³ en dam/dam²/dam³ zijn geen veelgebruikte maten, maar ondersteunen de opbouw van het metriek stelsel";;
G;4-;2.3.18;4-2.3.18;2.3.GL4.41;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Indirect meten;De leerlingen kunnen de omtrek berekenen van een vierkant, een rechthoek en samengestelde figuren (bestaande uit vierkanten/rechthoeken). ;;
G;4-;2.3.18;4-2.3.18;2.3.GL4.42;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Indirect meten;De leerlingen kunnen de oppervlakte berekenen van een vierkant, een rechthoek.;;
G;4-;2.3.18;4-2.3.18;2.3.GL4.43;L4.;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;Indirect meten;De leerlingen kunnen de oppervlakte berekenen van samengestelde figuren (bestaande uit vierkanten/rechthoeken) via omstructureren.;;
MD;4-;2.3.18;4-2.3.18;;;Meten en metend rekenen;Lengte – oppervlakte – inhoud/volume;;"De leerlingen kunnen de omtrek en de oppervlakte berekenen van:
• een vierkant;
• een rechthoek;
• samengestelde figuren (bestaande uit vierkanten/rechthoeken) via omstructureren.";;
G;4-;2.3.19;4-2.3.19;2.3.GL3.32;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen de opbouw van het metriek stelsel en de verbanden tussen opeenvolgende maten voor massa (kg, hg, dag, g) [I/F].;;
G;4-;2.3.19;4-2.3.19;2.3.GL4.44;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen de opbouw van het metriek stelsel en de verbanden tussen opeenvolgende maten voor massa (kg, hg, dag, g) [I/F] [H1]. ;;
MD;4-;2.3.19;4-2.3.19;;;Meten en metend rekenen;Massa;;De leerlingen kennen de opbouw van het metriek stelsel en de verbanden tussen opeenvolgende maten voor massa (van kg tot g) [I/F].;;
G;4-;2.3.20;4-2.3.20;2.3.GL1.26;L1.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen referentiematen/punten voor de gekende maateenheden van massa [F].;Een pak suiker is een goede referentie voor een massa van 1 kg.;
G;4-;2.3.20;4-2.3.20;2.3.GL2.27;L2.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen referentiematen/punten voor de gekende maateenheden van massa [F] [H1].;Een leerling van het tweede leerjaar weegt … kg.;
G;4-;2.3.20;4-2.3.20;2.3.GL3.33;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen referentiematen/punten voor de gekende maateenheden van massa [F] [H2].;Een paperclip weegt ongeveer 1 g, een mandarijn kan een goede referentie zijn voor 100 g of 1 hg, een pak pasta kan een goed referentie zijn voor een halve kg.;
G;4-;2.3.20;4-2.3.20;2.3.GL4.45;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen referentiematen/punten voor de gekende maateenheden van massa [F] [H3].;Een paperclip weegt ongeveer 1 g, een mandarijn kan een goede referentie zijn voor 100 g of 1 hg, een pak pasta kan een goed referentie zijn voor een halve kg.;
MD;4-;2.3.20;4-2.3.20;;;Meten en metend rekenen;Massa;;"De leerlingen kennen referentiematen en referentiepunten voor massa [F].
bv. een zak suiker weegt 1 kg"; ;
G;4-;2.3.21;4-2.3.21;2.3.GL1.27;L1.;Meten en metend rekenen;Massa;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: kilogram (kg) [F].;;
G;4-;2.3.21;4-2.3.21;2.3.GL3.34;L3.;Meten en metend rekenen;Massa;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: hectogram (hg), decagram (dag), gram (g) [F].;;
MD;4-;2.3.21;4-2.3.21;;;Meten en metend rekenen;Massa;;De leerlingen kennen de volgende maateenheden en hun wiskundige notaties [F]: kg, hg, dag, g.;;
G;4-;2.3.22;4-2.3.22;2.3.GL1.28;L1.;Meten en metend rekenen;Massa;Begrippen en wiskundige notaties;De leerlingen kennen de begrippen: de massa, de balans, de weegschaal [F].;;
G;4-;2.3.22;4-2.3.22;2.3.GL1.29;L1.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen weten dat de grootheid massa in het dagelijkse leven vaak als gewicht wordt benoemd [F].;;
G;4-;2.3.22;4-2.3.22;2.3.GL2.28;L2.;Meten en metend rekenen;Massa;Begrippen en wiskundige notaties;De leerlingen kunnen de begrippen m.b.t. massa uit L1 toepassen in gevarieerde contexten.;;
G;4-;2.3.22;4-2.3.22;2.3.GL2.29;L2.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen weten dat de grootheid massa in het dagelijkse leven vaak als gewicht wordt benoemd [F] [H1].;;
G;4-;2.3.22;4-2.3.22;2.3.GL2.30;L2.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen het principe dat de massa niet enkel bepaald wordt door het ingenomen volume [I].;;
G;4-;2.3.22;4-2.3.22;2.3.GL3.35;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen weten dat de grootheid massa in het dagelijkse leven vaak als gewicht wordt benoemd [F] [H2].;;
G;4-;2.3.22;4-2.3.22;2.3.GL3.36;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen het principe dat de massa niet enkel bepaald wordt door het ingenomen volume [I] [H1].;;
G;4-;2.3.22;4-2.3.22;2.3.GL4.46;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen weten dat de grootheid massa in het dagelijkse leven vaak als gewicht wordt benoemd [F] [H3].;;
G;4-;2.3.22;4-2.3.22;2.3.GL4.47;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kennen het principe dat de massa niet enkel bepaald wordt door het ingenomen volume [I] [H2].;;
MD;4-;2.3.22;4-2.3.22;;;Meten en metend rekenen;Massa;;De leerlingen kennen de volgende begrippen [F]: de massa, de balans, de weegschaal.;;
G;4-;2.3.23;4-2.3.23;2.3.GL1.30;L1.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen een balans en een weegschaal gebruiken om een massa tot op 1 kg nauwkeurig te wegen en af te wegen.;;
G;4-;2.3.23;4-2.3.23;2.3.GL2.31;L2.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor massa kiezen en een massa tot op 1 kg nauwkeurig wegen en afwegen.;Een personenweegschaal of een balans.;
G;4-;2.3.23;4-2.3.23;2.3.GL3.37;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor massa kiezen en een massa wegen en afwegen tot op 100 g (1 hg) nauwkeurig.;Voor een recept weeg ik 1 kg en 200 g af op de keukenweegschaal, de grote streepjes geven het aantal kilogram weer, de kleine het aantal hectogram.;
G;4-;2.3.23;4-2.3.23;2.3.GL4.48;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor massa kiezen en een massa wegen tot op 1 g en afwegen tot op 0,01 kg of 1 dag nauwkeurig.;;
MD;4-;2.3.23;4-2.3.23;;;Meten en metend rekenen;Massa;;De leerlingen kunnen een geschikt weeginstrument voor massa kiezen en een massa wegen tot op 0,01 kg.;;
G;4-;2.3.23;4-2.3.23;2.3.GL5.3;L5.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen een geschikt meetinstrument voor massa kiezen en een massa wegen tot op 1 g en afwegen tot op 0,01 kg (1 dag) nauwkeurig [H1].;;
G;4-;2.3.23;4-2.3.23;2.3.GL6.1;L6.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerling kan een geschikt meetinstrument voor massa kiezen en een massa wegen tot op 1 g en afwegen tot op 0,01 kg of 1 dag nauwkeurig [H2].;;
G;4-;2.3.24;4-2.3.24;2.3.GL1.31;L1.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen referentiematen voor de gekende maateenheden van massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat.;;
G;4-;2.3.24;4-2.3.24;2.3.GL2.32;L2.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen referentiematen voor de gekende maateenheden van massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H1].;;
G;4-;2.3.24;4-2.3.24;2.3.GL3.38;L3.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen referentiematen voor massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H2].;;
G;4-;2.3.24;4-2.3.24;2.3.GL4.49;L4.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen referentiematen voor massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H3].;;
MD;4-;2.3.24;4-2.3.24;;;Meten en metend rekenen;Massa;;De leerlingen kunnen referentiematen voor massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat.;;
G;4-;2.3.24;4-2.3.24;2.3.GL5.4;L5.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerlingen kunnen referentiematen voor massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H4].;;
G;4-;2.3.24;4-2.3.24;2.3.GL6.2;L6.;Meten en metend rekenen;Massa;Meten met standaardmaten;De leerling kan referentiematen voor massa gebruiken om een schatting te maken en deze te vergelijken met het meetresultaat [H5].;;
G;4-;2.3.25;4-2.3.25;2.3.GL3.39;L3.;Meten en metend rekenen;Massa;Herleidingen;De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden uitvoeren met natuurlijke getallen tot en met 1 000.;Hg en dag zijn geen veelgebruikte maten, maar ondersteunen de opbouw van het metriek stelsel.;
G;4-;2.3.25;4-2.3.25;2.3.GL4.50;L4.;Meten en metend rekenen;Massa;Herleidingen;De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden uitvoeren met natuurlijke getallen tot en met 10 000 en decimale getallen tot op 1 h.;Hg en dag zijn geen veelgebruikte maten, maar ondersteunen de opbouw van het metriek stelsel.;
MD;4-;2.3.25;4-2.3.25;;;Meten en metend rekenen;Massa;;"De leerlingen kunnen herleidingen tussen veelgebruikte standaardmaateenheden voor massa uitvoeren met natuurlijke getallen tot en met 10 000.
bv. hg en dag zijn geen veelgebruikte maten, maar ondersteunen de opbouw van het metriek stelsel";;
G;4-;2.3.26;4-2.3.26;2.3.GL1.32;L1.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kennen de waarde van de bankbiljetten van 5 euro, 10 euro en 20 euro en de muntstukken van 1 euro en 2 euro [F].;;
G;4-;2.3.26;4-2.3.26;2.3.GL2.33;L2.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kennen de waarde van de bankbiljetten van 50 euro en 100 euro en het muntstuk van 50 eurocent [F].;;
G;4-;2.3.26;4-2.3.26;2.3.GL3.40;L3.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kennen de waarde van het bankbiljet van 200 euro [F].;;
G;4-;2.3.26;4-2.3.26;2.3.GL4.51;L4.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kennen de waarde van de muntstukken van 20, 10, 5 eurocent [F].;;
G;4-;2.3.26;4-2.3.26;2.3.GL4.52;L4.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kennen het verband tussen de waarde van alle bankbiljetten en muntstukken [I].;;
MD;4-;2.3.26;4-2.3.26;;;Meten en metend rekenen;Geld;;De leerlingen kennen de waarde van alle muntstukken en bankbiljetten van de euro [F].;;
G;4-;2.3.27;4-2.3.27;2.3.GL1.33;L1.;Meten en metend rekenen;Geld;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: euro (€) [F]. ;;
G;4-;2.3.27;4-2.3.27;2.3.GL3.41;L3.;Meten en metend rekenen;Geld;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: eurocent [F]. ;;
G;4-;2.3.27;4-2.3.27;2.3.GL4.53;L4.;Meten en metend rekenen;Geld;Maateenheden en wiskundige notaties;De leerlingen kennen de maateenheden en hun wiskundige notaties: euro (EUR) [F].;;
MD;4-;2.3.27;4-2.3.27;;;Meten en metend rekenen;Geld;;De leerlingen kennen de volgende maateenheden en hun wiskundige notaties [F]: euro (€, EUR), eurocent.;;
G;4-;2.3.28;4-2.3.28;2.3.GL2.34;L2.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen weten dat 1 euro (€) evenveel is als 100 eurocent en dat een halve euro evenveel is als 50 eurocent [F].;;
MD;4-;2.3.28;4-2.3.28;;;Meten en metend rekenen;Geld;;De leerlingen weten dat 1 euro evenveel is als 100 eurocent [F].;;
G;4-;2.3.29;4-2.3.29;2.3.GL1.34;L1.;Meten en metend rekenen;Geld;Begripsvorming;De leerlingen kunnen in concrete situaties tot op 1 euro nauwkeurig betalen, wisselen en teruggeven.;;
